,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
9522,27,single,f,straight,average,,socially,never,graduated from college/university,"hispanic / latin, white",68.0,-1,,2012-06-30-01-17,"san mateo, california","doesn't have kids, but wants them",has dogs and likes cats,agnosticism but not too serious about it,aries,no,"english (fluently), spanish (poorly)"
9523,28,single,f,straight,average,mostly anything,socially,never,graduated from college/university,"asian, white",64.0,-1,education / academia,2012-06-24-16-40,"oakland, california",,likes dogs and likes cats,agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly)"
9524,22,single,f,straight,average,mostly anything,often,sometimes,graduated from college/university,white,65.0,-1,artistic / musical / writer,2012-06-30-00-06,"berkeley, california",,,atheism,capricorn and it&rsquo;s fun to think about,no,english
9525,28,single,f,straight,thin,anything,socially,never,graduated from college/university,white,71.0,-1,banking / financial / real estate,2011-07-17-21-35,"san francisco, california",,likes dogs and likes cats,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter,no,"english, french (okay), italian (okay)"
9526,39,single,m,straight,,,often,never,graduated from ph.d program,"indian, white",70.0,100000,artistic / musical / writer,2011-11-29-08-18,"san francisco, california",,dislikes dogs and has cats,agnosticism but not too serious about it,pisces and it&rsquo;s fun to think about,no,english
9527,62,single,f,straight,average,,socially,never,graduated from college/university,white,63.0,100000,medicine / health,2012-06-26-19-55,"san anselmo, california",has kids,,other,aquarius,no,"english, spanish (poorly), italian (poorly)"
9528,33,single,f,straight,athletic,mostly other,socially,never,graduated from masters program,white,67.0,-1,sales / marketing / biz dev,2012-06-29-23-38,"san mateo, california",doesn't have kids,has dogs,christianity but not too serious about it,aries and it&rsquo;s fun to think about,no,english
9529,22,single,m,straight,fit,mostly anything,often,,working on college/university,white,72.0,-1,student,2012-06-29-15-04,"oakland, california",,likes dogs and likes cats,atheism and laughing about it,leo and it&rsquo;s fun to think about,yes,english (fluently)
9530,32,single,f,straight,thin,mostly vegetarian,rarely,never,graduated from college/university,white,66.0,50000,sales / marketing / biz dev,2012-06-29-21-50,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,christianity and somewhat serious about it,libra and it&rsquo;s fun to think about,no,english
9531,28,single,m,straight,athletic,mostly other,socially,,graduated from college/university,white,70.0,-1,science / tech / engineering,2012-06-27-00-13,"berkeley, california",,likes dogs and has cats,agnosticism and laughing about it,capricorn,no,"english (fluently), turkish (fluently), spanish (poorly)"
9532,24,single,f,straight,fit,mostly vegetarian,socially,never,graduated from college/university,white,67.0,-1,other,2012-06-29-19-27,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism and very serious about it,,no,"english (fluently), spanish (fluently)"
9533,27,single,f,bisexual,curvy,,often,never,graduated from college/university,white,65.0,50000,unemployed,2012-06-27-21-14,"oakland, california",,likes dogs and has cats,agnosticism but not too serious about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), german"
9534,34,single,m,straight,athletic,mostly anything,socially,,graduated from masters program,white,74.0,-1,education / academia,2012-06-21-23-58,"san francisco, california",,likes dogs and likes cats,agnosticism and laughing about it,scorpio and it&rsquo;s fun to think about,no,"english (fluently), german (okay), turkish (poorly), russian (poorly)"
9535,44,single,f,straight,athletic,mostly vegetarian,socially,sometimes,working on space camp,white,65.0,1000000,entertainment / media,2012-06-29-22-07,"berkeley, california",doesn't want kids,,other and laughing about it,aries and it&rsquo;s fun to think about,when drinking,"english, french (poorly), spanish (poorly)"
9536,30,single,m,straight,rather not say,,very often,sometimes,working on college/university,white,75.0,1000000,rather not say,2011-09-12-10-15,"san francisco, california",,likes dogs and likes cats,atheism and somewhat serious about it,capricorn and it&rsquo;s fun to think about,yes,"english (fluently), french (fluently), chinese (okay)"
9537,26,single,m,straight,average,mostly vegetarian,socially,,graduated from college/university,white,76.0,20000,entertainment / media,2012-01-15-22-05,"berkeley, california",,likes dogs and likes cats,other and very serious about it,scorpio and it&rsquo;s fun to think about,when drinking,english
9538,52,single,f,straight,average,,socially,never,graduated from college/university,white,63.0,-1,sales / marketing / biz dev,2012-06-29-22-28,"daly city, california",,likes dogs and has cats,other,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
9539,40,single,f,straight,thin,anything,socially,never,graduated from med school,white,64.0,-1,medicine / health,2012-06-27-16-22,"san francisco, california",has a kid,,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter,no,"english, spanish"
9540,31,single,f,straight,,mostly anything,socially,never,graduated from law school,white,67.0,-1,,2012-06-26-07-11,"san francisco, california",,has dogs and likes cats,,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly)"
9541,38,single,f,straight,fit,mostly anything,socially,,graduated from masters program,white,70.0,-1,sales / marketing / biz dev,2012-06-30-00-56,"san francisco, california",,likes dogs and likes cats,agnosticism,virgo and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)"
9542,20,single,f,bisexual,curvy,mostly other,socially,never,working on college/university,white,65.0,1000000,artistic / musical / writer,2012-06-28-16-51,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,buddhism and somewhat serious about it,taurus but it doesn&rsquo;t matter,no,english (fluently)
9543,41,seeing someone,m,straight,,,rarely,never,graduated from college/university,white,69.0,-1,computer / hardware / software,2011-12-13-16-24,"san francisco, california",doesn't want kids,likes cats,agnosticism and laughing about it,pisces but it doesn&rsquo;t matter,no,"english (fluently), russian (poorly), other (poorly), c++ (fluently)"
9544,42,single,f,straight,athletic,,socially,,graduated from masters program,white,66.0,-1,political / government,2012-04-15-10-29,"san francisco, california",,likes dogs,atheism,,no,"english, italian (fluently), french (okay)"
9545,25,single,f,straight,thin,mostly anything,socially,never,working on masters program,white,68.0,-1,student,2012-06-29-01-25,"san francisco, california",,likes dogs and dislikes cats,agnosticism,leo,no,"english, spanish"
9546,32,single,m,straight,athletic,,,,graduated from college/university,white,76.0,-1,sales / marketing / biz dev,2012-06-27-22-08,"san francisco, california",,,,leo and it&rsquo;s fun to think about,,english
9547,22,single,m,straight,average,,,never,,asian,69.0,-1,,2012-06-26-11-33,"san lorenzo, california",,,,,,english
9548,33,seeing someone,m,straight,athletic,,socially,,graduated from college/university,asian,68.0,-1,computer / hardware / software,2012-06-15-11-42,"san francisco, california",,likes dogs,,aries,no,"english (fluently), spanish (poorly)"
9549,42,single,f,straight,fit,,socially,never,,white,69.0,-1,,2012-04-23-21-58,"palo alto, california",,has dogs,,aries,,english
9550,21,single,m,gay,average,,socially,never,working on college/university,"asian, pacific islander",67.0,-1,student,2012-06-30-04-15,"san francisco, california",,likes dogs and likes cats,buddhism and laughing about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)"
9551,28,single,m,straight,average,strictly anything,socially,never,graduated from law school,asian,66.0,-1,law / legal services,2012-06-29-15-40,"san francisco, california",,,agnosticism but not too serious about it,capricorn but it doesn&rsquo;t matter,no,"english, sign language (poorly), chinese (poorly)"
9552,28,single,m,straight,rather not say,anything,,never,,,80.0,-1,rather not say,2012-06-30-06-43,"san mateo, california","doesn't have kids, and doesn't want any",,,,no,english
9553,36,single,f,straight,thin,mostly vegetarian,rarely,never,,white,68.0,-1,,2012-06-28-10-28,"san francisco, california",,,,,no,english
9554,42,single,m,straight,,,socially,sometimes,graduated from ph.d program,,67.0,-1,sales / marketing / biz dev,2012-06-27-23-01,"san francisco, california",,,,taurus,no,"english (fluently), french (fluently), spanish (fluently), german (okay)"
9555,60,single,f,straight,curvy,,rarely,never,graduated from ph.d program,white,68.0,-1,medicine / health,2012-01-15-14-20,"el cerrito, california",,has dogs and has cats,,cancer and it&rsquo;s fun to think about,no,english (fluently)
9556,24,available,m,straight,thin,mostly vegetarian,often,,working on ph.d program,white,73.0,-1,student,2012-06-30-00-09,"berkeley, california",doesn't have kids,likes dogs and likes cats,agnosticism and somewhat serious about it,aries but it doesn&rsquo;t matter,no,english
9557,25,seeing someone,m,bisexual,average,strictly anything,socially,sometimes,graduated from two-year college,white,68.0,30000,other,2012-06-28-17-51,"oakland, california",,likes dogs and has cats,judaism and laughing about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), hebrew (poorly), spanish (poorly)"
9558,46,single,f,straight,athletic,mostly anything,not at all,never,graduated from college/university,white,70.0,-1,computer / hardware / software,2011-11-28-19-41,"berkeley, california",has a kid,has dogs and has cats,agnosticism but not too serious about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)"
9559,23,single,f,straight,,,,,graduated from college/university,asian,63.0,-1,,2012-05-26-10-54,"san francisco, california",,,,,no,english
9560,22,single,f,straight,average,,not at all,never,,white,65.0,-1,,2012-05-24-07-03,"san francisco, california",,,,,no,english
9561,50,single,f,straight,fit,strictly anything,socially,never,graduated from masters program,white,69.0,-1,education / academia,2012-06-29-23-28,"menlo park, california",has a kid,likes dogs and has cats,,,no,"english (fluently), french (okay)"
9562,20,single,f,straight,curvy,mostly other,socially,never,working on college/university,white,53.0,-1,student,2012-06-28-22-48,"berkeley, california",,has dogs,catholicism but not too serious about it,leo but it doesn&rsquo;t matter,no,"english (fluently), italian (okay)"
9563,30,single,f,straight,fit,mostly anything,socially,never,working on masters program,white,63.0,-1,hospitality / travel,2012-03-19-22-45,"san francisco, california",,likes dogs and likes cats,buddhism but not too serious about it,gemini and it&rsquo;s fun to think about,no,english
9564,29,single,f,straight,fit,anything,socially,,graduated from college/university,white,64.0,-1,hospitality / travel,2012-06-14-22-45,"san francisco, california",doesn't have kids,likes dogs and has cats,agnosticism,virgo and it&rsquo;s fun to think about,no,"english (fluently), chinese (poorly)"
9565,23,single,f,straight,fit,anything,socially,never,graduated from college/university,white,64.0,-1,,2012-06-29-21-33,"san mateo, california","doesn't have kids, but wants them",has dogs and likes cats,catholicism,taurus but it doesn&rsquo;t matter,no,english (fluently)
